head,tail,relation
292040,1848019,bought_together
292040,2265872,bought_together
293174,2062766,bought_together
293628,2133421,bought_together
124225,293628,bought_together
293632,998555,bought_together
295077,558276,bought_together
295077,1670124,bought_together
295077,1409330,bought_together
295077,1850516,bought_together
295875,1003572,bought_together
295875,585765,bought_together
298976,2334914,bought_together
298976,2437917,bought_together
299418,1213634,bought_together
112878,299418,bought_together
124225,299418,bought_together
300246,1960336,bought_together
300246,1053599,bought_together
300988,406105,bought_together
300988,1792009,bought_together
300988,2024226,bought_together
300988,1307996,bought_together
300988,2197999,bought_together
301092,1755844,bought_together
301092,1243048,bought_together
302163,1321161,bought_together
119961,302504,bought_together
303174,401381,bought_together
303174,1670337,bought_together
177218,303174,bought_together
303235,2058027,bought_together
303235,2167682,bought_together
303235,1719294,bought_together
303847,1990138,bought_together
303847,2250399,bought_together
303847,2246703,bought_together
51862,303863,bought_together
303863,1862478,bought_together
85283,304838,bought_together
304838,1088984,bought_together
137145,304838,bought_together
304838,2384785,bought_together
304990,1672794,bought_together
305117,1659313,bought_together
305117,693351,bought_together
305117,1694531,bought_together
305117,2249490,bought_together
305117,2089068,bought_together
127459,305117,bought_together
305117,1132082,bought_together
144272,308126,bought_together
308126,1985431,bought_together
308126,540624,bought_together
121975,308126,bought_together
308539,2344208,bought_together
308539,1605732,bought_together
99627,308539,bought_together
146156,308539,bought_together
308539,1793414,bought_together
308539,2303501,bought_together
308789,1970963,bought_together
254403,308789,bought_together
308789,1652753,bought_together
310014,2421279,bought_together
310544,1936607,bought_together
310544,1379982,bought_together
310664,509295,bought_together
310664,778503,bought_together
310664,416110,bought_together
310739,1298281,bought_together
310739,608340,bought_together
311087,2441452,bought_together
311087,442234,bought_together
311724,1823508,bought_together
311724,2125300,bought_together
311724,1239772,bought_together
311724,361111,bought_together
312557,1745520,bought_together
312557,1381812,bought_together
312557,1506783,bought_together
312992,1148626,bought_together
312992,485172,bought_together
313247,1658278,bought_together
313247,1108378,bought_together
313247,1749423,bought_together
313247,2058869,bought_together
313247,1868410,bought_together
313890,2366243,bought_together
314436,1044032,bought_together
174753,314436,bought_together
188054,314436,bought_together
164260,314436,bought_together
146983,316399,bought_together
80092,316399,bought_together
316399,952803,bought_together
316527,2074433,bought_together
14179,317843,bought_together
79677,317843,bought_together
319036,420436,bought_together
319036,2381916,bought_together
319036,1692875,bought_together
106453,319036,bought_together
189820,319036,bought_together
104450,319341,bought_together
32163,320155,bought_together
43365,320155,bought_together
320155,1805431,bought_together
320155,770003,bought_together
320155,1780642,bought_together
320599,2119502,bought_together
320599,2106463,bought_together
75160,320599,bought_together
321013,2410069,bought_together
321013,1821013,bought_together
321013,1675891,bought_together
321013,2036414,bought_together
321368,521963,bought_together
321368,2011963,bought_together
321368,687077,bought_together
321368,1528556,bought_together
321622,2387357,bought_together
321622,801151,bought_together
321622,827931,bought_together
125768,322117,bought_together
130894,322117,bought_together
322117,469964,bought_together
183158,322117,bought_together
187958,322117,bought_together
92040,322473,bought_together
322473,1956932,bought_together
322652,535180,bought_together
163937,322652,bought_together
322652,2177359,bought_together
323629,458388,bought_together
323629,659646,bought_together
326515,558276,bought_together
295077,326515,bought_together
326515,1850516,bought_together
326707,1855473,bought_together
326707,1000515,bought_together
326707,936290,bought_together
326707,2110783,bought_together
326731,2330623,bought_together
326731,1498378,bought_together
326731,862252,bought_together
326731,1608697,bought_together
327500,1203722,bought_together
327500,1801101,bought_together
327500,1720760,bought_together
328951,336987,bought_together
329586,2094823,bought_together
329586,691593,bought_together
330865,1054150,bought_together
330865,763690,bought_together
67428,330865,bought_together
333765,1623041,bought_together
333765,1010336,bought_together
333805,2147010,bought_together
333805,1496727,bought_together
112878,333805,bought_together
336671,960372,bought_together
336671,2127054,bought_together
65356,336987,bought_together
336987,1463524,bought_together
336987,1878948,bought_together
146331,337294,bought_together
149556,337294,bought_together
195339,337294,bought_together
338722,964898,bought_together
338722,2087596,bought_together
338722,1583488,bought_together
338877,1585759,bought_together
59478,338877,bought_together
338877,1837520,bought_together
338877,1719290,bought_together
6717,339608,bought_together
339608,1563724,bought_together
569,339608,bought_together
90784,340270,bought_together
155041,340270,bought_together
340270,2412464,bought_together
340512,1544705,bought_together
340512,2434324,bought_together
341217,576950,bought_together
133403,341286,bought_together
341286,884377,bought_together
341559,1809798,bought_together
341559,1876235,bought_together
341559,1833916,bought_together
96058,342275,bought_together
149718,343068,bought_together
343068,2350204,bought_together
209534,343068,bought_together
23325,343068,bought_together
66734,343068,bought_together
343832,1584655,bought_together
70508,343832,bought_together
148922,343832,bought_together
345439,2159144,bought_together
346921,430117,bought_together
346921,2049245,bought_together
346921,1823470,bought_together
346921,1561903,bought_together
346982,1958046,bought_together
346982,555466,bought_together
346982,743948,bought_together
348571,950409,bought_together
348571,1185894,bought_together
3236,348571,bought_together
348571,1950669,bought_together
348739,878004,bought_together
149187,348739,bought_together
349266,1224419,bought_together
349266,733822,bought_together
349266,479099,bought_together
349266,520411,bought_together
153056,349266,bought_together
30452,349266,bought_together
1624,349734,bought_together
350215,498660,bought_together
352000,2137066,bought_together
352000,390271,bought_together
354120,1774008,bought_together
109395,354120,bought_together
354774,1717710,bought_together
355064,1575333,bought_together
355368,966270,bought_together
91748,355368,bought_together
355368,449447,bought_together
172303,355368,bought_together
355372,734781,bought_together
355372,609587,bought_together
107147,355492,bought_together
110883,355492,bought_together
50161,355492,bought_together
355890,2268988,bought_together
333765,356233,bought_together
357167,2017479,bought_together
20439,357167,bought_together
357167,1106213,bought_together
357283,589769,bought_together
357283,2022156,bought_together
357283,1374852,bought_together
357283,1259629,bought_together
122059,357521,bought_together
171922,357521,bought_together
4256,357955,bought_together
357955,2387357,bought_together
321622,357955,bought_together
358184,1148626,bought_together
358184,485172,bought_together
359511,1782666,bought_together
33836,359511,bought_together
359511,795693,bought_together
359593,1493758,bought_together
96674,359593,bought_together
359593,594626,bought_together
359593,648413,bought_together
53392,359593,bought_together
359593,793327,bought_together
359593,1618430,bought_together
359704,1285817,bought_together
359704,2123632,bought_together
359704,947006,bought_together
163937,359704,bought_together
359704,1147211,bought_together
359704,470068,bought_together
359704,1517331,bought_together
359704,553661,bought_together
359704,2343525,bought_together
360000,2023275,bought_together
360000,1107418,bought_together
61339,360000,bought_together
360000,1298573,bought_together
360000,2076122,bought_together
361111,1823508,bought_together
361111,1239772,bought_together
362901,2295407,bought_together
362901,1438695,bought_together
367289,505086,bought_together
81387,367289,bought_together
367289,1476111,bought_together
367289,406726,bought_together
367289,1666494,bought_together
175907,368781,bought_together
368781,1963176,bought_together
369128,1775487,bought_together
369128,878457,bought_together
369128,773041,bought_together
180754,369173,bought_together
373756,2135155,bought_together
374839,950409,bought_together
374839,1876235,bought_together
162354,375036,bought_together
375036,754699,bought_together
375036,2388818,bought_together
375896,1781842,bought_together
375896,1793050,bought_together
375896,1431808,bought_together
375896,444151,bought_together
378083,658122,bought_together
378220,2053683,bought_together
378220,1659351,bought_together
378220,859957,bought_together
378303,2257169,bought_together
378303,2066263,bought_together
378303,731858,bought_together
378303,2301790,bought_together
378753,1659351,bought_together
378753,859957,bought_together
379643,1864479,bought_together
35870,379643,bought_together
381625,678120,bought_together
76514,381625,bought_together
381625,1555680,bought_together
381625,1452314,bought_together
382592,1869172,bought_together
382592,912805,bought_together
179220,385470,bought_together
125307,385470,bought_together
387327,2111074,bought_together
387327,513914,bought_together
387327,1999988,bought_together
390271,2137066,bought_together
391228,459952,bought_together
391228,1096375,bought_together
6245,392131,bought_together
392131,2291984,bought_together
392299,1970963,bought_together
179332,393847,bought_together
393938,2025081,bought_together
393938,1321161,bought_together
396140,1868731,bought_together
399552,1254365,bought_together
399552,1176747,bought_together
399552,692607,bought_together
399552,1787873,bought_together
399552,1786682,bought_together
399552,877691,bought_together
5116,399552,bought_together
399552,1894491,bought_together
400922,619301,bought_together
400922,1790176,bought_together
400922,1176025,bought_together
401362,1507940,bought_together
401526,2168039,bought_together
401526,1868410,bought_together
401526,1690911,bought_together
22345,401526,bought_together
313247,401526,bought_together
401526,945801,bought_together
401956,1588028,bought_together
401956,883881,bought_together
401956,842039,bought_together
92589,401956,bought_together
51580,401956,bought_together
402487,2300060,bought_together
402487,1581540,bought_together
402487,1568109,bought_together
402487,1445925,bought_together
402487,1034570,bought_together
402538,1802655,bought_together
402538,1385539,bought_together
402911,564861,bought_together
402911,1983102,bought_together
402911,2055501,bought_together
403545,464096,bought_together
403545,2098755,bought_together
403545,1518921,bought_together
404444,1599850,bought_together
404444,2412848,bought_together
75377,404444,bought_together
66051,404444,bought_together
404444,1298573,bought_together
404444,943834,bought_together
118128,405331,bought_together
405814,735875,bought_together
406017,441584,bought_together
406105,1792009,bought_together
406105,1307996,bought_together
406105,2024226,bought_together
144567,406486,bought_together
406486,842648,bought_together
406486,431398,bought_together
216313,406486,bought_together
406956,2444048,bought_together
408475,598618,bought_together
408475,1831614,bought_together
408475,2209467,bought_together
409036,2416074,bought_together
95094,409036,bought_together
171922,409036,bought_together
409570,2170889,bought_together
409570,2312522,bought_together
95153,410483,bought_together
410483,1719949,bought_together
410483,1570497,bought_together
169056,410483,bought_together
412736,516446,bought_together
412736,497382,bought_together
413747,1786682,bought_together
413747,1254365,bought_together
413747,692607,bought_together
413747,1516766,bought_together
414849,1394510,bought_together
414849,1241702,bought_together
414849,2377279,bought_together
414849,1774462,bought_together
414849,1963875,bought_together
153510,415908,bought_together
416110,509295,bought_together
416110,1486725,bought_together
417361,2421266,bought_together
417361,792338,bought_together
417761,2155826,bought_together
417761,1814480,bought_together
417943,1987803,bought_together
126820,417943,bought_together
417943,2233505,bought_together
417943,1207709,bought_together
418733,1876447,bought_together
420436,1692875,bought_together
423423,621013,bought_together
423423,1148392,bought_together
424668,1577084,bought_together
424668,848719,bought_together
186747,425029,bought_together
425029,2096888,bought_together
425034,1162925,bought_together
425034,1972696,bought_together
425034,2016142,bought_together
5086,425034,bought_together
427141,1357572,bought_together
427141,2421266,bought_together
428031,1311838,bought_together
430117,2049245,bought_together
430117,1823470,bought_together
430117,1561903,bought_together
430351,1136858,bought_together
430351,454226,bought_together
430793,2343755,bought_together
430793,1350445,bought_together
431398,842648,bought_together
216313,431398,bought_together
144567,431398,bought_together
431398,1939470,bought_together
432251,1937311,bought_together
432842,793150,bought_together
432842,1924290,bought_together
432842,2399393,bought_together
432842,1529893,bought_together
432842,850414,bought_together
432962,1324412,bought_together
432962,1820626,bought_together
432962,738851,bought_together
434128,1050904,bought_together
434128,497382,bought_together
434128,567462,bought_together
435753,1112000,bought_together
435753,1282440,bought_together
279511,435753,bought_together
435753,1786627,bought_together
435753,844473,bought_together
435753,2356358,bought_together
436733,576950,bought_together
437565,1627026,bought_together
437565,1675135,bought_together
437717,1555680,bought_together
437717,678120,bought_together
215630,437717,bought_together
438837,984067,bought_together
438837,2034507,bought_together
440179,1755844,bought_together
131906,440179,bought_together
62692,440179,bought_together
440562,2332452,bought_together
440562,1279990,bought_together
441584,522260,bought_together
87756,441584,bought_together
441659,2018884,bought_together
441659,703170,bought_together
441659,861822,bought_together
441659,2386695,bought_together
71331,441659,bought_together
442209,1865446,bought_together
442209,1902529,bought_together
442209,2409757,bought_together
442234,2441452,bought_together
137722,442235,bought_together
443250,2391459,bought_together
443250,2262942,bought_together
240797,443250,bought_together
443250,488356,bought_together
443636,1522645,bought_together
443636,2320463,bought_together
234091,443636,bought_together
443636,2038956,bought_together
444138,485036,bought_together
444138,1627747,bought_together
444151,1431808,bought_together
447199,826371,bought_together
447199,835145,bought_together
447199,752286,bought_together
448900,1983336,bought_together
448962,1394232,bought_together
448962,1485241,bought_together
19299,448962,bought_together
448962,2383501,bought_together
450833,769989,bought_together
60700,450833,bought_together
451184,1273882,bought_together
451184,998861,bought_together
451184,2407876,bought_together
451184,2102710,bought_together
451184,1094002,bought_together
451363,2021324,bought_together
452742,2318932,bought_together
152250,452742,bought_together
454099,1149316,bought_together
454099,2099813,bought_together
454226,1136858,bought_together
454226,712785,bought_together
454226,1765842,bought_together
455305,2137800,bought_together
455305,915755,bought_together
455305,1169686,bought_together
134541,455305,bought_together
458388,659646,bought_together
458430,2194478,bought_together
166836,459483,bought_together
459483,917795,bought_together
459952,883881,bought_together
67373,459952,bought_together
401956,459952,bought_together
86726,460144,bought_together
460283,728540,bought_together
55730,460283,bought_together
460283,1993385,bought_together
460754,1492000,bought_together
461589,1973415,bought_together
461589,943245,bought_together
275884,461589,bought_together
463018,1448563,bought_together
463018,1375598,bought_together
463018,1521535,bought_together
463018,1067993,bought_together
463641,2350204,bought_together
463641,2399096,bought_together
464096,2098755,bought_together
464096,1518921,bought_together
161999,464974,bought_together
464974,2267018,bought_together
131650,464974,bought_together
569,464974,bought_together
58809,464974,bought_together
201821,464974,bought_together
468528,1868410,bought_together
468528,1749423,bought_together
468528,2058869,bought_together
313247,468528,bought_together
468528,876943,bought_together
468528,474097,bought_together
468528,1658278,bought_together
468528,1108378,bought_together
469066,487952,bought_together
469066,1591349,bought_together
470068,1517331,bought_together
470068,819271,bought_together
470068,947006,bought_together
470068,787872,bought_together
471482,1184426,bought_together
471482,1952329,bought_together
471704,614490,bought_together
137946,471704,bought_together
472571,1916630,bought_together
472998,1349547,bought_together
472998,587270,bought_together
473072,2132255,bought_together
473072,1149106,bought_together
473072,2288709,bought_together
473072,529304,bought_together
474071,737862,bought_together
474097,1749423,bought_together
474097,1868410,bought_together
474097,2058869,bought_together
474097,1108378,bought_together
313247,474097,bought_together
478566,1955898,bought_together
479099,733822,bought_together
479099,1224419,bought_together
67925,479099,bought_together
479099,520411,bought_together
479943,628632,bought_together
479943,2332696,bought_together
479943,2045988,bought_together
479988,1944340,bought_together
479988,627328,bought_together
479988,1979055,bought_together
479988,1759237,bought_together
479988,1252743,bought_together
479988,1439242,bought_together
479988,906834,bought_together
480569,1827192,bought_together
480569,2372859,bought_together
480569,1357087,bought_together
480569,1814706,bought_together
485036,1112884,bought_together
13499,485036,bought_together
485172,1148626,bought_together
486184,1442289,bought_together
486354,759739,bought_together
486354,2208395,bought_together
486354,2421528,bought_together
486354,993855,bought_together
136463,487415,bought_together
487415,671458,bought_together
487415,641225,bought_together
487415,609753,bought_together
487415,677284,bought_together
487809,795693,bought_together
487809,1689558,bought_together
487809,774918,bought_together
487888,686111,bought_together
487888,1043347,bought_together
487888,493394,bought_together
487888,935287,bought_together
487888,1127587,bought_together
120854,487937,bought_together
67216,487937,bought_together
488356,2262942,bought_together
33628,488356,bought_together
489167,567462,bought_together
489167,2125417,bought_together
489167,2019837,bought_together
493394,935287,bought_together
493394,1127587,bought_together
493394,686111,bought_together
493394,1043347,bought_together
493783,753875,bought_together
197019,493783,bought_together
493783,1415869,bought_together
494634,2335773,bought_together
494826,1740352,bought_together
494826,542543,bought_together
494826,1617818,bought_together
494826,1764309,bought_together
494826,1541485,bought_together
224383,494866,bought_together
494866,1072635,bought_together
494866,1306251,bought_together
494866,2224578,bought_together
495175,1452117,bought_together
496076,1402285,bought_together
497221,2432425,bought_together
497221,1900659,bought_together
497221,2260164,bought_together
497382,1701539,bought_together
96674,497404,bought_together
497404,1618430,bought_together
274302,497404,bought_together
53392,497404,bought_together
45668,497404,bought_together
497788,569563,bought_together
497788,1031600,bought_together
498559,700989,bought_together
119799,498559,bought_together
73116,498559,bought_together
163355,498559,bought_together
498559,2005048,bought_together
498660,595968,bought_together
498660,1406324,bought_together
500040,779864,bought_together
500040,2030591,bought_together
500040,1233640,bought_together
500040,585410,bought_together
500040,950872,bought_together
153433,500040,bought_together
500655,1611435,bought_together
500960,2257169,bought_together
500960,2066263,bought_together
500960,2301790,bought_together
378303,500960,bought_together
500960,731858,bought_together
501973,2438854,bought_together
133403,501973,bought_together
502102,2109105,bought_together
502785,1802655,bought_together
503187,2311941,bought_together
503187,1486996,bought_together
503187,2320299,bought_together
274952,504316,bought_together
504316,1399597,bought_together
504316,839195,bought_together
504316,944636,bought_together
504347,2074433,bought_together
505086,1476111,bought_together
81387,505086,bought_together
505086,1666494,bought_together
58962,507731,bought_together
113092,507731,bought_together
508675,2356358,bought_together
509225,2043694,bought_together
509225,1991217,bought_together
509225,1491382,bought_together
183677,509225,bought_together
509295,2094048,bought_together
509295,778503,bought_together
509295,1486725,bought_together
90044,513857,bought_together
193427,513857,bought_together
513914,2111074,bought_together
513914,968748,bought_together
182725,514035,bought_together
514485,2386462,bought_together
514485,1672395,bought_together
514526,800300,bought_together
516240,1608938,bought_together
516240,1868985,bought_together
497382,516446,bought_together
516446,2228258,bought_together
516446,567462,bought_together
516446,1469977,bought_together
516446,2343525,bought_together
516552,1483212,bought_together
516552,1645313,bought_together
516552,1604785,bought_together
516552,1977499,bought_together
516991,1961252,bought_together
516991,1401644,bought_together
516991,1636049,bought_together
81940,516991,bought_together
516991,1666119,bought_together
517041,1759578,bought_together
517461,1703132,bought_together
518159,680952,bought_together
518159,1477072,bought_together
518159,1190312,bought_together
23726,518715,bought_together
518715,1195971,bought_together
519593,1110941,bought_together
519593,1438695,bought_together
519630,1287585,bought_together
519630,1314833,bought_together
519630,621692,bought_together
58414,519630,bought_together
520411,733822,bought_together
520411,1224419,bought_together
67925,520411,bought_together
521911,1046102,bought_together
521963,687077,bought_together
521963,2011963,bought_together
521963,735835,bought_together
523939,2033849,bought_together
523939,1031341,bought_together
523939,1153410,bought_together
523939,2073944,bought_together
523939,2053940,bought_together
524814,889011,bought_together
524814,699785,bought_together
524814,915234,bought_together
524814,1714036,bought_together
1683,524814,bought_together
15477,524837,bought_together
526044,1763044,bought_together
40513,526044,bought_together
157832,526044,bought_together
526044,1851925,bought_together
175400,526044,bought_together
124249,526044,bought_together
529079,1541301,bought_together
529304,577524,bought_together
529304,1149106,bought_together
275448,529304,bought_together
529457,1942065,bought_together
531062,1896619,bought_together
531867,2403288,bought_together
531867,579736,bought_together
532354,678120,bought_together
532354,1555680,bought_together
533114,1756815,bought_together
534637,2083477,bought_together
534637,1348158,bought_together
534637,857491,bought_together
535067,1686983,bought_together
150319,535067,bought_together
535067,1370040,bought_together
535067,2410084,bought_together
75350,535067,bought_together
535180,2177359,bought_together
338191,535180,bought_together
535180,1238057,bought_together
537512,2366243,bought_together
537512,891447,bought_together
166444,538778,bought_together
115849,539046,bought_together
539046,1646581,bought_together
539046,1970599,bought_together
539046,2186708,bought_together
105795,540483,bought_together
121975,540624,bought_together
56028,541244,bought_together
43979,541866,bought_together
541866,1873556,bought_together
221344,541866,bought_together
541866,2366144,bought_together
541894,644524,bought_together
541894,930285,bought_together
109049,541894,bought_together
4836,541894,bought_together
22780,541894,bought_together
542543,1617818,bought_together
542543,1764309,bought_together
542543,1740352,bought_together
542543,1541485,bought_together
542681,2022156,bought_together
542681,2039771,bought_together
542681,589769,bought_together
542681,1349697,bought_together
542681,2167004,bought_together
542681,1114443,bought_together
544528,1391592,bought_together
544528,2162575,bought_together
145955,544528,bought_together
128552,545250,bought_together
545250,977116,bought_together
545250,2397419,bought_together
546484,1129802,bought_together
546484,631273,bought_together
546484,769365,bought_together
546540,740594,bought_together
546540,1259413,bought_together
547171,580731,bought_together
105640,547171,bought_together
547171,1978947,bought_together
547171,1422248,bought_together
72345,548326,bought_together
229106,548848,bought_together
130886,548848,bought_together
550234,1402285,bought_together
550234,1153929,bought_together
550234,1654408,bought_together
550234,732424,bought_together
553353,1308878,bought_together
553353,854917,bought_together
553353,1161166,bought_together
553353,1781758,bought_together
553555,1789710,bought_together
553555,2042530,bought_together
553661,2343525,bought_together
553661,1343797,bought_together
553661,2172742,bought_together
553787,1216361,bought_together
553787,958484,bought_together
553787,732292,bought_together
553787,2418439,bought_together
550234,554314,bought_together
554453,1548017,bought_together
554453,1293279,bought_together
555012,1792362,bought_together
555012,1719466,bought_together
555012,2291889,bought_together
555466,743948,bought_together
555466,2044032,bought_together
555466,1958046,bought_together
555466,1370701,bought_together
555728,880778,bought_together
44534,555728,bought_together
224103,555728,bought_together
233517,555728,bought_together
555728,1929501,bought_together
556533,2094490,bought_together
556533,2313374,bought_together
556533,1428647,bought_together
556533,1759273,bought_together
556533,1797388,bought_together
556766,1753765,bought_together
43852,557693,bought_together
557693,585765,bought_together
557693,1003572,bought_together
7454,557693,bought_together
295875,557693,bought_together
558276,1850516,bought_together
558677,2260164,bought_together
558677,1876058,bought_together
558677,1785544,bought_together
558677,2161886,bought_together
80093,560081,bought_together
560081,1735097,bought_together
223496,560081,bought_together
40694,560081,bought_together
560081,2369920,bought_together
560193,598618,bought_together
560193,1831614,bought_together
560193,2209467,bought_together
408475,560193,bought_together
286961,560193,bought_together
133403,560667,bought_together
39034,560667,bought_together
123645,560667,bought_together
168598,560667,bought_together
115366,560667,bought_together
162298,560667,bought_together
561196,618823,bought_together
563474,933959,bought_together
563474,2013613,bought_together
17147,563474,bought_together
563474,1197434,bought_together
563474,2404130,bought_together
245182,563474,bought_together
563474,847748,bought_together
563474,2321517,bought_together
564861,1983102,bought_together
564861,2055501,bought_together
564926,1888048,bought_together
564926,1322316,bought_together
564926,933231,bought_together
565543,782434,bought_together
565543,1520204,bought_together
566603,889918,bought_together
566603,2036777,bought_together
153201,566603,bought_together
192487,566603,bought_together
98830,566603,bought_together
567462,844197,bought_together
568658,749275,bought_together
149741,568658,bought_together
569292,2116777,bought_together
569563,1031600,bought_together
110131,569563,bought_together
145265,569808,bought_together
569854,966270,bought_together
355368,569854,bought_together
449447,569854,bought_together
91748,569854,bought_together
127772,569854,bought_together
10506,571259,bought_together
74280,571259,bought_together
26048,571259,bought_together
163057,571259,bought_together
571643,2139010,bought_together
166233,571939,bought_together
571939,1256984,bought_together
572257,1544705,bought_together
572257,788669,bought_together
142930,574704,bought_together
203568,574704,bought_together
102866,574704,bought_together
153041,574704,bought_together
76740,574704,bought_together
574704,1061597,bought_together
575446,1085804,bought_together
575777,1285556,bought_together
575777,1921396,bought_together
187526,575777,bought_together
576950,2435253,bought_together
576950,2357962,bought_together
576950,1463188,bought_together
146402,576980,bought_together
36425,576980,bought_together
23269,576980,bought_together
99372,576980,bought_together
577016,1944348,bought_together
124225,577016,bought_together
577209,1965971,bought_together
577209,643544,bought_together
577209,1129489,bought_together
577209,2167467,bought_together
577209,1358513,bought_together
577209,1347061,bought_together
577209,755661,bought_together
577209,2289215,bought_together
577524,1149106,bought_together
577524,2132255,bought_together
577934,2319609,bought_together
176310,577934,bought_together
577934,1206836,bought_together
578686,1517331,bought_together
578686,819271,bought_together
470068,578686,bought_together
266229,578686,bought_together
578686,787872,bought_together
579736,2403288,bought_together
580101,2050973,bought_together
580380,785105,bought_together
580380,1675248,bought_together
580731,1978947,bought_together
581432,1218393,bought_together
581432,1723197,bought_together
581432,2406032,bought_together
581666,2444880,bought_together
581666,927034,bought_together
581666,1088702,bought_together
13219,583947,bought_together
583947,2062562,bought_together
584360,1116052,bought_together
584360,1892210,bought_together
191390,584360,bought_together
584360,807458,bought_together
585410,779864,bought_together
585410,2030591,bought_together
153433,585410,bought_together
585410,1233640,bought_together
134541,585673,bought_together
455305,585673,bought_together
585673,1169686,bought_together
585765,1003572,bought_together
32845,585765,bought_together
586793,1569910,bought_together
4256,586793,bought_together
586816,2092012,bought_together
586816,1045317,bought_together
587270,1349547,bought_together
587321,855230,bought_together
587321,1048622,bought_together
589047,2168783,bought_together
589231,1160076,bought_together
589231,2336458,bought_together
106828,589231,bought_together
489167,589231,bought_together
589231,1256726,bought_together
170229,589276,bought_together
589276,985210,bought_together
166836,589276,bought_together
589769,2022156,bought_together
589778,1516502,bought_together
589778,1188094,bought_together
589778,1418963,bought_together
590373,1416203,bought_together
590373,629168,bought_together
590373,2089510,bought_together
591379,2075029,bought_together
591379,1989803,bought_together
591850,2354775,bought_together
50161,591850,bought_together
591850,794581,bought_together
592763,966969,bought_together
592763,2384418,bought_together
163524,592763,bought_together
19188,592771,bought_together
593797,2121289,bought_together
593797,992258,bought_together
593797,1962691,bought_together
593801,1827144,bought_together
200062,593801,bought_together
104233,593801,bought_together
172683,593801,bought_together
593801,1301431,bought_together
45668,594626,bought_together
594626,1493758,bought_together
595128,1302688,bought_together
595128,2420250,bought_together
595968,1406324,bought_together
596262,1544705,bought_together
203804,596262,bought_together
572257,596262,bought_together
596262,2383317,bought_together
598435,1864384,bought_together
598435,1107507,bought_together
598435,1518654,bought_together
598618,1831614,bought_together
598618,2209467,bought_together
600036,1707169,bought_together
600036,1066079,bought_together
600036,1136911,bought_together
600036,1350462,bought_together
105795,601270,bought_together
601865,2026532,bought_together
601865,682832,bought_together
601865,1377811,bought_together
130364,603482,bought_together
603482,1505451,bought_together
188980,603976,bought_together
603976,2366243,bought_together
603976,891447,bought_together
537512,603976,bought_together
603976,2033849,bought_together
603994,1603033,bought_together
604542,1582897,bought_together
605739,2343755,bought_together
606259,1145894,bought_together
606259,1254504,bought_together
606259,1425335,bought_together
606259,2121343,bought_together
607314,916055,bought_together
607712,951225,bought_together
607712,1295701,bought_together
607877,1333305,bought_together
170229,607877,bought_together
607903,884377,bought_together
4256,608340,bought_together
608401,1940211,bought_together
30236,608686,bought_together
608686,2221849,bought_together
608686,717781,bought_together
608686,821851,bought_together
609511,1260463,bought_together
609511,2409745,bought_together
609511,1785863,bought_together
609587,734781,bought_together
136463,609753,bought_together
485172,610201,bought_together
137722,611155,bought_together
612021,1138362,bought_together
36976,612021,bought_together
77625,612021,bought_together
14612,614338,bought_together
614338,1826356,bought_together
26048,614490,bought_together
194600,615372,bought_together
164260,615372,bought_together
97838,615372,bought_together
616036,2423677,bought_together
616036,1867204,bought_together
6717,616921,bought_together
616921,1563724,bought_together
617479,2418310,bought_together
617479,1757960,bought_together
617488,1326692,bought_together
617488,1179351,bought_together
617488,2264349,bought_together
618363,1723131,bought_together
618363,1847243,bought_together
618823,1211080,bought_together
618823,1349987,bought_together
618823,1250311,bought_together
619301,1790176,bought_together
619301,1176025,bought_together
619441,1865952,bought_together
619441,1018399,bought_together
619441,1790176,bought_together
619441,1176025,bought_together
619970,1807767,bought_together
76227,619970,bought_together
619971,1966940,bought_together
227406,621020,bought_together
234285,621020,bought_together
174708,621020,bought_together
621692,1314833,bought_together
621692,1287585,bought_together
219975,622216,bought_together
622216,1823404,bought_together
624301,910420,bought_together
624496,782434,bought_together
627328,1252743,bought_together
627328,1993451,bought_together
628632,2332696,bought_together
628632,2045988,bought_together
629168,2089510,bought_together
629168,1416203,bought_together
5652,629168,bought_together
630505,1252743,bought_together
630505,844197,bought_together
630505,1993451,bought_together
630505,1979055,bought_together
630505,1944340,bought_together
631273,1063163,bought_together
631273,769365,bought_together
631273,1129802,bought_together
631623,2134260,bought_together
631623,2073371,bought_together
281970,631623,bought_together
631623,1614568,bought_together
631623,1039900,bought_together
633404,2094935,bought_together
633404,927339,bought_together
633404,1085804,bought_together
633686,1195836,bought_together
171866,633752,bought_together
633752,2443807,bought_together
633752,1671291,bought_together
633752,1517894,bought_together
128522,633752,bought_together
634809,2252616,bought_together
634809,676668,bought_together
634809,699266,bought_together
634809,910811,bought_together
635029,1899037,bought_together
62692,635029,bought_together
138075,636242,bought_together
124225,636754,bought_together
228839,636754,bought_together
637679,1954790,bought_together
637679,2211728,bought_together
637679,727785,bought_together
165293,637679,bought_together
637679,2157848,bought_together
219789,638234,bought_together
183325,638234,bought_together
638234,863443,bought_together
638340,2317678,bought_together
638340,915297,bought_together
638340,2121070,bought_together
142275,640052,bought_together
100351,640052,bought_together
640052,1853242,bought_together
71891,640052,bought_together
640264,1607570,bought_together
640264,1600259,bought_together
640264,2048236,bought_together
640264,1724389,bought_together
641225,671458,bought_together
136463,641225,bought_together
643544,1347061,bought_together
643544,2167467,bought_together
643544,1129489,bought_together
643544,1965971,bought_together
643544,755661,bought_together
643544,2083143,bought_together
643565,1628480,bought_together
