source,target
310664,416110
310739,1298281
310739,608340
311087,2441452
311087,442234
311724,1823508
311724,2125300
311724,1239772
311724,361111
312557,1745520
312557,1381812
312557,1506783
312992,1148626
312992,485172
313247,1658278
313247,1108378
313247,1749423
313247,2058869
313247,1868410
313890,2366243
314436,1044032
174753,314436
188054,314436
164260,314436
146983,316399
80092,316399
316399,952803
316527,2074433
14179,317843
79677,317843
319036,420436
319036,2381916
319036,1692875
106453,319036
189820,319036
104450,319341
32163,320155
43365,320155
320155,1805431
320155,770003
320155,1780642
320599,2119502
320599,2106463
75160,320599
321013,2410069
321013,1821013
321013,1675891
321013,2036414
321368,521963
321368,2011963
321368,687077
321368,1528556
321622,2387357
321622,801151
321622,827931
125768,322117
130894,322117
322117,469964
183158,322117
187958,322117
92040,322473
322473,1956932
322652,535180
163937,322652
322652,2177359
323629,458388
323629,659646
326515,558276
295077,326515
326515,1850516
326707,1855473
326707,1000515
326707,936290
326707,2110783
326731,2330623
326731,1498378
326731,862252
326731,1608697
327500,1203722
327500,1801101
327500,1720760
328951,336987
329586,2094823
329586,691593
330865,1054150
330865,763690
67428,330865
333765,1623041
333765,1010336
333805,2147010
333805,1496727
112878,333805
336671,960372
336671,2127054
65356,336987
336987,1463524
336987,1878948
146331,337294
149556,337294
195339,337294
338722,964898
338722,2087596
338722,1583488
338877,1585759
59478,338877
338877,1837520
338877,1719290
6717,339608
339608,1563724
569,339608
90784,340270
155041,340270
340270,2412464
340512,1544705
340512,2434324
341217,576950
133403,341286
341286,884377
341559,1809798
341559,1876235
341559,1833916
96058,342275
149718,343068
343068,2350204
209534,343068
23325,343068
66734,343068
343832,1584655
70508,343832
148922,343832
345439,2159144
346921,430117
346921,2049245
346921,1823470
346921,1561903
346982,1958046
346982,555466
346982,743948
348571,950409
348571,1185894
3236,348571
348571,1950669
348739,878004
149187,348739
349266,1224419
349266,733822
349266,479099
349266,520411
153056,349266
30452,349266
1624,349734
350215,498660
352000,2137066
352000,390271
354120,1774008
109395,354120
354774,1717710
355064,1575333
355368,966270
91748,355368
355368,449447
172303,355368
355372,734781
355372,609587
107147,355492
110883,355492
50161,355492
355890,2268988
333765,356233
357167,2017479
20439,357167
357167,1106213
357283,589769
357283,2022156
357283,1374852
357283,1259629
122059,357521
171922,357521
4256,357955
357955,2387357
321622,357955
358184,1148626
358184,485172
359511,1782666
33836,359511
359511,795693
359593,1493758
96674,359593
359593,594626
359593,648413
53392,359593
359593,793327
359593,1618430
359704,1285817
359704,2123632
359704,947006
163937,359704
359704,1147211
359704,470068
359704,1517331
359704,553661
359704,2343525
360000,2023275
360000,1107418
61339,360000
360000,1298573
360000,2076122
361111,1823508
361111,1239772
362901,2295407
362901,1438695
367289,505086
81387,367289
367289,1476111
367289,406726
367289,1666494
175907,368781
368781,1963176
369128,1775487
369128,878457
369128,773041
180754,369173
373756,2135155
374839,950409
374839,1876235
162354,375036
375036,754699
375036,2388818
375896,1781842
375896,1793050
375896,1431808
375896,444151
378083,658122
378220,2053683
378220,1659351
378220,859957
378303,2257169
378303,2066263
378303,731858
378303,2301790
378753,1659351
378753,859957
379643,1864479
35870,379643
381625,678120
76514,381625
381625,1555680
381625,1452314
382592,1869172
382592,912805
179220,385470
125307,385470
387327,2111074
387327,513914
387327,1999988
390271,2137066
391228,459952
391228,1096375
6245,392131
392131,2291984
392299,1970963
179332,393847
393938,2025081
393938,1321161
396140,1868731
399552,1254365
399552,1176747
399552,692607
399552,1787873
399552,1786682
399552,877691
5116,399552
399552,1894491
400922,619301
400922,1790176
400922,1176025
401362,1507940
401526,2168039
401526,1868410
401526,1690911
22345,401526
313247,401526
401526,945801
401956,1588028
401956,883881
401956,842039
92589,401956
51580,401956
402487,2300060
402487,1581540
402487,1568109
402487,1445925
402487,1034570
402538,1802655
402538,1385539
402911,564861
402911,1983102
402911,2055501
403545,464096
403545,2098755
403545,1518921
404444,1599850
404444,2412848
75377,404444
66051,404444
404444,1298573
404444,943834
118128,405331
405814,735875
406017,441584
406105,1792009
406105,1307996
406105,2024226
144567,406486
406486,842648
406486,431398
216313,406486
406956,2444048
408475,598618
408475,1831614
408475,2209467
409036,2416074
95094,409036
171922,409036
409570,2170889
409570,2312522
95153,410483
410483,1719949
410483,1570497
169056,410483
412736,516446
412736,497382
413747,1786682
413747,1254365
413747,692607
413747,1516766
414849,1394510
414849,1241702
414849,2377279
414849,1774462
414849,1963875
153510,415908
416110,509295
416110,1486725
417361,2421266
417361,792338
417761,2155826
417761,1814480
417943,1987803
126820,417943
417943,2233505
417943,1207709
418733,1876447
420436,1692875
423423,621013
423423,1148392
424668,1577084
424668,848719
186747,425029
425029,2096888
425034,1162925
425034,1972696
425034,2016142
5086,425034
427141,1357572
427141,2421266
428031,1311838
430117,2049245
430117,1823470
430117,1561903
430351,1136858
430351,454226
430793,2343755
430793,1350445
431398,842648
216313,431398
144567,431398
431398,1939470
432251,1937311
432842,793150
432842,1924290
432842,2399393
432842,1529893
432842,850414
432962,1324412
432962,1820626
432962,738851
434128,1050904
434128,497382
434128,567462
435753,1112000
435753,1282440
279511,435753
435753,1786627
435753,844473
435753,2356358
436733,576950
437565,1627026
437565,1675135
437717,1555680
437717,678120
215630,437717
438837,984067
438837,2034507
440179,1755844
131906,440179
62692,440179
440562,2332452
440562,1279990
441584,522260
87756,441584
441659,2018884
441659,703170
441659,861822
441659,2386695
71331,441659
442209,1865446
442209,1902529
442209,2409757
442234,2441452
137722,442235
443250,2391459
443250,2262942
240797,443250
443250,488356
443636,1522645
443636,2320463
234091,443636
443636,2038956
444138,485036
444138,1627747
444151,1431808
447199,826371
447199,835145
447199,752286
448900,1983336
448962,1394232
448962,1485241
19299,448962
448962,2383501
450833,769989
60700,450833
451184,1273882
451184,998861
451184,2407876
451184,2102710
451184,1094002
451363,2021324
452742,2318932
152250,452742
454099,1149316
454099,2099813
454226,1136858
454226,712785
454226,1765842
455305,2137800
455305,915755
455305,1169686
134541,455305
458388,659646
458430,2194478
166836,459483
459483,917795
459952,883881
67373,459952
401956,459952
86726,460144
460283,728540
55730,460283
460283,1993385
460754,1492000
461589,1973415
461589,943245
275884,461589
463018,1448563
463018,1375598
463018,1521535
463018,1067993
463641,2350204
463641,2399096
464096,2098755
464096,1518921
161999,464974
464974,2267018
131650,464974
569,464974
58809,464974
201821,464974
468528,1868410
468528,1749423
468528,2058869
313247,468528
468528,876943
468528,474097
468528,1658278
468528,1108378
469066,487952
469066,1591349
470068,1517331
470068,819271
470068,947006
470068,787872
471482,1184426
471482,1952329
471704,614490
137946,471704
472571,1916630
472998,1349547
472998,587270
473072,2132255
473072,1149106
473072,2288709
473072,529304
474071,737862
474097,1749423
474097,1868410
474097,2058869
474097,1108378
313247,474097
478566,1955898
479099,733822
479099,1224419
67925,479099
479099,520411
479943,628632
479943,2332696
479943,2045988
479988,1944340
479988,627328
479988,1979055
479988,1759237
479988,1252743
479988,1439242
479988,906834
480569,1827192
480569,2372859
480569,1357087
480569,1814706
485036,1112884
13499,485036
485172,1148626
486184,1442289
486354,759739
486354,2208395
486354,2421528
486354,993855
136463,487415
487415,671458
487415,641225
487415,609753
487415,677284
487809,795693
487809,1689558
487809,774918
487888,686111
487888,1043347
487888,493394
487888,935287
487888,1127587
120854,487937
67216,487937
488356,2262942
33628,488356
489167,567462
489167,2125417
489167,2019837
493394,935287
493394,1127587
493394,686111
493394,1043347
493783,753875
197019,493783
493783,1415869
494634,2335773
494826,1740352
494826,542543
494826,1617818
494826,1764309
494826,1541485
224383,494866
494866,1072635
494866,1306251
494866,2224578
495175,1452117
496076,1402285
497221,2432425
497221,1900659
497221,2260164
497382,1701539
96674,497404
497404,1618430
274302,497404
53392,497404
45668,497404
497788,569563
497788,1031600
498559,700989
119799,498559
73116,498559
163355,498559
498559,2005048
498660,595968
498660,1406324
500040,779864
500040,2030591
500040,1233640
500040,585410
500040,950872
153433,500040
500655,1611435
500960,2257169
500960,2066263
500960,2301790
378303,500960
500960,731858
501973,2438854
133403,501973
502102,2109105
502785,1802655
503187,2311941
503187,1486996
503187,2320299
274952,504316
504316,1399597
504316,839195
504316,944636
504347,2074433
505086,1476111
81387,505086
505086,1666494
58962,507731
113092,507731
508675,2356358
509225,2043694
509225,1991217
509225,1491382
183677,509225
509295,2094048
509295,778503
509295,1486725
90044,513857
193427,513857
513914,2111074
513914,968748
182725,514035
514485,2386462
514485,1672395
514526,800300
516240,1608938
516240,1868985
497382,516446
516446,2228258
516446,567462
516446,1469977
516446,2343525
516552,1483212
516552,1645313
516552,1604785
516552,1977499
516991,1961252
516991,1401644
516991,1636049
81940,516991
516991,1666119
517041,1759578
517461,1703132
518159,680952
518159,1477072
518159,1190312
23726,518715
518715,1195971
519593,1110941
519593,1438695
519630,1287585
519630,1314833
519630,621692
58414,519630
520411,733822
520411,1224419
67925,520411
521911,1046102
521963,687077
521963,2011963
521963,735835
523939,2033849
523939,1031341
523939,1153410
523939,2073944
523939,2053940
524814,889011
524814,699785
524814,915234
524814,1714036
1683,524814
15477,524837
526044,1763044
40513,526044
157832,526044
526044,1851925
175400,526044
124249,526044
529079,1541301
529304,577524
529304,1149106
275448,529304
529457,1942065
531062,1896619
531867,2403288
531867,579736
532354,678120
532354,1555680
533114,1756815
534637,2083477
534637,1348158
534637,857491
535067,1686983
150319,535067
535067,1370040
535067,2410084
75350,535067
535180,2177359
338191,535180
535180,1238057
537512,2366243
537512,891447
166444,538778
115849,539046
539046,1646581
539046,1970599
539046,2186708
105795,540483
121975,540624
56028,541244
43979,541866
541866,1873556
221344,541866
541866,2366144
541894,644524
541894,930285
109049,541894
4836,541894
22780,541894
542543,1617818
542543,1764309
542543,1740352
542543,1541485
542681,2022156
542681,2039771
542681,589769
542681,1349697
542681,2167004
542681,1114443
544528,1391592
544528,2162575
145955,544528
128552,545250
545250,977116
545250,2397419
546484,1129802
546484,631273
546484,769365
546540,740594
546540,1259413
547171,580731
105640,547171
547171,1978947
547171,1422248
72345,548326
229106,548848
130886,548848
550234,1402285
550234,1153929
550234,1654408
550234,732424
553353,1308878
553353,854917
553353,1161166
553353,1781758
553555,1789710
553555,2042530
553661,2343525
553661,1343797
553661,2172742
553787,1216361
553787,958484
553787,732292
553787,2418439
550234,554314
554453,1548017
554453,1293279
555012,1792362
555012,1719466
555012,2291889
555466,743948
555466,2044032
555466,1958046
555466,1370701
555728,880778
44534,555728
224103,555728
233517,555728
555728,1929501
556533,2094490
556533,2313374
556533,1428647
556533,1759273
556533,1797388
556766,1753765
43852,557693
557693,585765
557693,1003572
7454,557693
295875,557693
558276,1850516
558677,2260164
558677,1876058
558677,1785544
558677,2161886
80093,560081
560081,1735097
223496,560081
40694,560081
560081,2369920
560193,598618
560193,1831614
560193,2209467
408475,560193
286961,560193
133403,560667
39034,560667
123645,560667
168598,560667
115366,560667
162298,560667
561196,618823
563474,933959
563474,2013613
17147,563474
563474,1197434
563474,2404130
245182,563474
563474,847748
563474,2321517
564861,1983102
564861,2055501
564926,1888048
564926,1322316
564926,933231
565543,782434
565543,1520204
566603,889918
566603,2036777
153201,566603
192487,566603
98830,566603
567462,844197
568658,749275
149741,568658
569292,2116777
569563,1031600
110131,569563
145265,569808
569854,966270
355368,569854
449447,569854
91748,569854
127772,569854
10506,571259
74280,571259
26048,571259
163057,571259
571643,2139010
166233,571939
571939,1256984
572257,1544705
572257,788669
142930,574704
203568,574704
102866,574704
153041,574704
76740,574704
574704,1061597
575446,1085804
575777,1285556
575777,1921396
187526,575777
576950,2435253
576950,2357962
576950,1463188
146402,576980
36425,576980
23269,576980
99372,576980
577016,1944348
124225,577016
577209,1965971
577209,643544
577209,1129489
577209,2167467
577209,1358513
577209,1347061
577209,755661
577209,2289215
577524,1149106
577524,2132255
577934,2319609
176310,577934
577934,1206836
578686,1517331
578686,819271
470068,578686
266229,578686
578686,787872
579736,2403288
580101,2050973
580380,785105
580380,1675248
580731,1978947
581432,1218393
581432,1723197
581432,2406032
581666,2444880
581666,927034
581666,1088702
13219,583947
583947,2062562
584360,1116052
584360,1892210
191390,584360
584360,807458
585410,779864
585410,2030591
153433,585410
585410,1233640
134541,585673
455305,585673
585673,1169686
585765,1003572
32845,585765
586793,1569910
4256,586793
586816,2092012
586816,1045317
587270,1349547
587321,855230
587321,1048622
589047,2168783
589231,1160076
589231,2336458
106828,589231
489167,589231
589231,1256726
170229,589276
589276,985210
166836,589276
589769,2022156
589778,1516502
589778,1188094
589778,1418963
590373,1416203
590373,629168
590373,2089510
591379,2075029
591379,1989803
591850,2354775
50161,591850
591850,794581
592763,966969
592763,2384418
163524,592763
19188,592771
593797,2121289
593797,992258
593797,1962691
593801,1827144
200062,593801
104233,593801
172683,593801
593801,1301431
45668,594626
594626,1493758
595128,1302688
595128,2420250
595968,1406324
596262,1544705
203804,596262
572257,596262
596262,2383317
598435,1864384
598435,1107507
598435,1518654
598618,1831614
598618,2209467
600036,1707169
600036,1066079
600036,1136911
600036,1350462
105795,601270
601865,2026532
601865,682832
601865,1377811
130364,603482
603482,1505451
188980,603976
603976,2366243
603976,891447
537512,603976
603976,2033849
603994,1603033
604542,1582897
605739,2343755
606259,1145894
606259,1254504
606259,1425335
606259,2121343
607314,916055
607712,951225
607712,1295701
607877,1333305
170229,607877
607903,884377
4256,608340
608401,1940211
30236,608686
608686,2221849
608686,717781
608686,821851
609511,1260463
609511,2409745
609511,1785863
609587,734781
136463,609753
485172,610201
137722,611155
612021,1138362
36976,612021
77625,612021
14612,614338
614338,1826356
26048,614490
194600,615372
164260,615372
97838,615372
616036,2423677
616036,1867204
6717,616921
616921,1563724
617479,2418310
617479,1757960
617488,1326692
617488,1179351
617488,2264349
618363,1723131
618363,1847243
618823,1211080
618823,1349987
618823,1250311
619301,1790176
619301,1176025
619441,1865952
619441,1018399
619441,1790176
619441,1176025
619970,1807767
76227,619970
619971,1966940
227406,621020
234285,621020
174708,621020
621692,1314833
621692,1287585
219975,622216
622216,1823404
624301,910420
624496,782434
627328,1252743
627328,1993451
628632,2332696
628632,2045988
629168,2089510
629168,1416203
5652,629168
630505,1252743
630505,844197
630505,1993451
630505,1979055
630505,1944340
631273,1063163
631273,769365
631273,1129802
631623,2134260
631623,2073371
281970,631623
631623,1614568
631623,1039900
633404,2094935
633404,927339
633404,1085804
633686,1195836
171866,633752
633752,2443807
633752,1671291
633752,1517894
128522,633752
634809,2252616
634809,676668
634809,699266
634809,910811
635029,1899037
62692,635029
138075,636242
124225,636754
228839,636754
637679,1954790
637679,2211728
637679,727785
165293,637679
637679,2157848
219789,638234
183325,638234
638234,863443
638340,2317678
638340,915297
638340,2121070
142275,640052
100351,640052
640052,1853242
71891,640052
640264,1607570
640264,1600259
640264,2048236
640264,1724389
641225,671458
136463,641225
643544,1347061
643544,2167467
643544,1129489
643544,1965971
643544,755661
643544,2083143
643565,1628480
643565,2320555
643565,2029294
644191,2240529
172635,644191
644524,930285
644918,1814480
644918,2155826
417761,644918
644918,1024802
644918,1973542
96674,648413
648413,1618430
648786,1298281
310739,648786
192389,649518
649518,1418353
76514,649518
144813,649518
649518,2254575
152250,649553
649836,874114
649836,1537651
649836,1271097
650070,2075029
653048,1917447
653048,1769778
653185,1448769
531062,653185
653185,2095962
653535,1131536
653535,1654563
653535,2098202
36738,653535
564926,654696
654696,1322316
655362,2366556
655362,804251
655362,716737
655362,2172387
655362,1773367
655767,1394431
655767,2107843
656371,2000262
656371,1162638
657815,2075633
657815,1007311
657815,1483776
657815,1133074
658122,2172742
658122,1831269
137538,658122
658122,1271410
659078,1968485
659078,1882865
70948,659078
659078,2064848
659078,955300
659502,1533667
659502,1243293
659502,1329851
659646,1442982
659646,2055220
659646,1746559
660104,1178530
660104,974293
660104,1239463
660104,1321866
660104,1380148
660398,1703132
517461,660398
661490,1603785
154215,662050
163308,662050
662163,804678
662163,1771446
662163,2209268
662163,2017545
662163,1113661
664953,1379439
664953,1639441
665062,2159144
666066,1834595
666710,2407719
666710,1148076
666710,2303374
666710,2178759
666710,1934913
33628,667524
667524,2111360
11733,668829
385470,669686
179220,669686
670155,1167178
670155,1863583
671055,871313
671055,1067023
671055,1121313
70508,671912
671912,2336643
148922,671912
671912,1584655
671912,1210223
671912,1198147
76671,672243
672303,836005
608340,672303
672303,1729286
672607,2114268
673599,2249628
673599,945285
673599,1308667
673599,1289093
673655,2013613
673655,2143444
675353,1394431
676668,910811
676668,2252616
676668,699266
676668,2208919
677294,2122337
52776,677294
678120,1555680
680382,1439242
680382,1944340
680382,1252743
680382,756414
680382,1993451
680382,1759237
680382,1333020
680952,690103
680952,1190312
680952,1477072
682832,2026532
682832,1377811
682861,2244659
682861,1983336
686111,1043347
686111,1127587
687077,2011963
687849,1448305
687849,1950124
194193,687849
687849,2183697
688433,2384871
688530,1070540
688530,1271097
688530,1461056
688530,1217658
688530,2186447
688530,783866
690103,1477072
690103,1190312
190332,690133
46719,690133
690133,1335122
691593,1133733
691593,2049443
692607,1894491
692607,2188425
692607,1254365
692607,1787873
692607,1176747
692607,877691
692607,1786682
692670,896395
692710,1792345
692710,1584008
692929,1944880
692929,1732342
693351,1900165
33836,693351
693351,1765960
694135,1633864
45365,694135
13161,694135
102866,694826
694826,997759
695672,1280579
31887,695672
695672,1482831
436,695672
695672,2192832
695929,1584188
696171,1012425
117613,696772
203381,696772
114686,696772
22410,696772
57308,696772
187106,696779
57643,696779
697208,2240529
698898,1586866
698898,1643253
698898,2145167
699266,2208919
699266,910811
699266,2252616
699785,1714036
699785,889011
1683,699785
699785,1308625
699992,1065035
699992,758614
604542,699992
699992,1582897
34243,699992
700594,1733200
700594,1041122
700594,1268574
700594,1364392
700887,2266855
700887,2233005
700887,1607677
700887,2026721
119799,700989
73116,700989
163355,700989
633404,701276
701276,2094935
701276,927339
55312,701276
701276,1085804
701822,1779285
701822,779707
703170,861822
703424,1259413
703449,1199542
707843,1508080
707843,1744521
710043,2392488
710664,1830590
710996,1481786
95421,710996
621220,710996
712785,1765842
712785,1136858
713550,1827192
713550,1357087
713550,1814706
714405,1448769
653185,714405
130364,715305
603482,715305
715305,1505451
715305,1110054
715305,1236613
716051,2303409
716051,2031350
32366,716051
716051,1830699
716477,2039312
716477,1075005
716477,1010838
716477,915234
716477,1111698
30236,717781
717781,2221849
81387,720329
720329,1113116
720982,950409
721576,2245959
721917,2322824
721917,2418310
721917,1757960
722531,1402285
496076,722531
722531,1907596
725661,1021634
558677,725661
727785,2211728
727785,1954790
165293,727785
48921,727838
727838,983808
728540,1993385
135413,728540
55730,728540
729313,2058224
729313,1628173
729313,2282739
207445,729313
262253,729313
730808,2319609
730808,1975720
577934,730808
731011,2178345
176533,731096
1683,731473
128445,731473
731811,1118584
731811,1602060
731811,886876
731811,1357020
731858,2257169
731858,2301790
731858,2066263
732292,2418439
96058,732396
732396,2345613
732424,1402285
732424,1153929
732424,1654408
733398,2286475
733398,1070743
733398,1239741
733822,1224419
67925,733822
733952,1673505
733952,2304757
733952,1200758
733952,1687044
733952,1159007
734781,1340999
734781,1577106
734781,753258
117612,735794
735794,746158
405331,735794
687077,735835
735875,1259741
736158,2358676
736158,1353840
736354,1543049
736354,1955458
5652,737862
737862,1866285
737862,2001995
738541,1490300
738541,1445720
738541,1406324
248000,738541
738851,1324412
738851,1820626
740143,2429504
740143,2075617
740367,1018062
703424,740594
740594,1611435
500655,740594
740594,1259413
572257,740775
741102,792995
148640,741102
18427,742413
742413,1916630
743321,2438391
743321,807490
743529,993410
743529,2142028
270271,743529
743529,2404515
743691,2409412
743691,1593559
743691,2153541
743948,2044032
743948,1958046
744048,863443
745852,1243048
745852,1755844
745852,1586208
745978,1680018
83001,746158
14714,746506
746506,2400571
149741,749275
225104,749658
749658,1672794
532354,751778
751939,1873461
751939,2203452
751939,1777005
751939,1609469
751939,1162707
752286,826371
752849,1437558
152523,752849
752849,2082023
112863,752849
59681,752849
753258,1340999
197019,753875
753875,2442038
753875,1415869
392911,753875
754699,2388818
162354,754699
754995,2039828
754995,2322159
755661,1965971
531062,755661
755661,2289215
756414,1252743
756414,844197
757406,2283917
757406,781384
68591,757416
55149,757416
508675,757416
50305,757416
272536,757416
757591,1304594
757673,860125
121836,757673
757673,1139541
758231,1507940
401362,758231
5337,758231
208800,758231
758614,1065035
758665,850981
758665,1331962
758665,1599670
196097,759183
759739,1023644
25858,759749
759749,1052778
761794,2007670
761794,1922911
761794,1436101
762191,1070864
763690,1054150
67428,763690
763850,2408402
763850,2356266
763850,787003
763850,1195836
633686,763850
765546,1555680
765546,1675961
765546,1452314
498660,767402
768818,2358524
769365,1063163
152639,769365
769365,1129802
769960,2127321
769960,2439672
769960,1774698
70948,769989
32163,770003
771700,2042530
771700,1789710
772244,1875847
192389,772244
772244,1815312
773041,878457
773041,1775487
773041,1294610
773130,912878
773130,2329931
773653,2227557
773653,2127054
336671,773653
773653,960372
773653,2058811
774658,896395
774918,795693
126820,775144
775144,1306284
775144,2431580
775144,1572668
775144,1129302
775664,1271097
775664,1537651
743001,778439
778439,1805334
778439,2262287
176603,778439
778439,911769
778788,2426912
778788,865403
778788,2197065
778788,2318779
778788,1113116
779707,1779285
779763,1415337
779864,2030591
153433,779864
779864,1233640
780380,2130114
781278,2327515
781278,870475
781384,2283917
781384,1736016
781384,2435253
65057,781384
781384,1275527
782434,1520204
782434,1662452
782434,979260
783460,1456671
785105,1675248
229879,785105
177549,785105
785105,2371874
785342,876586
785358,1944378
785358,2190007
787003,2408402
787502,2212720
787502,2398489
787557,1149106
577524,787557
787872,1517331
787872,819271
787872,1671291
788669,1544705
120372,789029
80402,789029
474182,789664
789664,1752007
206033,790295
531062,790783
790783,1896619
791349,2034254
791349,2096414
152889,791349
791349,1776057
792647,2391472
35417,792647
792995,1236368
793150,1924290
793150,850414
793150,2399393
793150,925109
793150,1529893
96674,793327
793569,1864479
794581,2354775
50161,794581
173922,794581
794581,1098207
795693,1689558
796628,927108
799629,1214357
799629,1528323
799629,1275527
800300,1965066
45588,800300
800300,1640387
800300,1057616
52578,800662
801151,2387357
803385,2434324
203804,803385
340512,803385
803385,859425
804160,1123851
804160,1685323
804160,1136793
804171,1719003
97032,804171
804171,853861
804678,1771446
804678,2017545
804678,2209268
807490,2438391
161867,807490
137389,807490
117379,810201
60175,810201
810201,892071
810201,1431550
165480,810201
811348,2051333
811348,1408289
35656,811348
32546,811348
811348,1686840
55149,812748
812748,1004792
815549,2064285
97032,815549
815549,1232765
815549,2444943
162298,815549
90564,815549
206220,815549
815790,1348473
815790,1887284
815790,2124149
816203,2122544
817257,2365600
817257,2368824
818365,967539
51580,818638
176310,818638
818638,1096375
818638,1547964
818638,1994754
818674,1493841
818674,1091421
818674,1559935
818674,2262803
819271,1517331
819271,2172742
99323,819476
299418,819500
819500,1992666
819500,1213634
744048,819500
169036,819500
819500,1345634
673096,819500
106654,819500
821774,1214217
821774,1842147
821774,2267184
821851,2221849
717781,821851
821851,1694531
30236,821851
822320,1380998
60027,822320
33836,822320
76784,822320
137722,826028
172683,826371
826371,1480427
826992,2098755
403545,826992
464096,826992
826992,1159727
826992,1518921
828692,1558152
116713,828692
496076,828785
830047,2261996
830047,1350308
56744,830047
830659,1424628
830659,1465057
830659,1326953
830659,1790945
830659,1145188
832527,1310541
87950,832527
832678,2287984
97107,832678
833346,1218393
833346,1723197
581432,833346
833551,2264073
833551,1417847
833551,1465252
19525,833551
761231,833551
834343,1575129
834343,1729432
834343,1132523
834343,2012722
835944,1628320
836005,1729286
836005,1656626
608340,836005
836404,876586
838909,2058681
476177,838909
838909,1084858
842039,883881
67373,842039
842039,1588028
842039,2066428
51580,842039
842039,933381
587321,842218
32546,842218
842218,855230
4256,842648
844197,1252743
844473,2356358
187581,844494
22272,844494
844494,1194857
844624,1168644
59681,844624
844624,1795164
844624,1614335
847186,1823508
847186,2125300
847186,1239772
311724,847186
361111,847186
847620,1004792
847620,1823646
847748,933959
847748,2404130
847748,1197434
847748,2013613
848719,1577084
849482,1697691
24822,849482
849691,1708599
74913,849691
142876,849691
41602,849691
60723,849691
850414,1924290
850414,2117840
850414,1529893
850414,925109
850981,1370132
850981,1599670
850981,1331962
836005,852596
672303,852596
608340,852596
852596,1656626
852596,1729286
108473,853861
187543,853861
853861,1719003
854917,1308878
854917,1781758
854917,1161166
855230,1624340
855230,1519167
855230,1048622
855307,2047063
855307,1331036
855307,1121517
122509,855319
855738,2277642
568664,855738
855738,1408891
90754,855738
856940,1279488
856940,940957
857491,2083477
857491,1348158
120888,857491
857491,2129553
36771,859217
859217,2379908
268375,859217
859425,2434324
859425,2383317
203804,859425
340512,859425
788669,859425
121836,860125
140410,860125
865,860125
860125,1139541
860337,2241227
860383,1785544
860383,2260164
860383,2432425
860383,2161886
558677,860383
861752,1143965
861752,2088072
102408,861752
861752,932474
861822,2386695
862167,2337259
56910,862167
862252,2330623
862252,1498378
862252,1608697
862284,2268988
355890,862284
862284,1320005
767635,863178
863443,1981650
864441,1491382
864441,2043694
864441,1991217
509225,864441
865403,2426912
865403,2197065
865403,1321419
866643,877955
866643,1807767
83001,866643
221388,866643
619970,866643
233789,866736
163362,866736
867543,1031947
867543,995076
867543,1994822
868740,1717710
869585,2250399
869585,1990138
869585,2246703
870475,2327515
40161,870697
870697,1943441
870697,1787932
871063,1044374
871063,1889571
871063,1808637
871067,1425787
871067,1728546
871067,1776435
871313,2001922
871313,1067023
871313,1924068
871313,2091867
871653,1782716
874114,1537651
24822,874114
775664,874114
874114,1916630
874361,1676648
875137,2428795
875137,2058923
875137,1759892
876586,2241227
876586,2288304
860337,876586
876943,1868410
876943,1387793
876943,1749423
78640,876943
877691,1254365
877691,1176747
877691,2188425
877691,1787873
877691,1786682
877716,1359429
877716,1073519
877716,1105850
164276,877716
194597,877955
878004,1472307
878457,1775487
878505,1793743
878531,1468390
863178,878921
878921,1192222
767635,878921
224103,880778
881150,1279587
881150,2274159
149098,881432
10457,881432
881432,1193565
37149,881432
883881,1588028
883881,933381
67373,883881
92589,883881
51580,883881
133403,884377
82476,884377
884377,1665613
886876,1118584
886876,1602060
886876,1357020
889011,1714036
1683,889011
889011,915234
889918,2036777
153201,889918
98830,889918
192487,889918
889997,959930
889997,1381725
889997,2366243
188980,891447
891447,2366243
891447,2033849
891447,2073944
891447,1968392
891675,1917407
891675,2251152
60175,892071
117379,892071
892071,1431550
165480,892071
894287,1123563
894287,958999
67899,894287
894287,2010680
894926,1121726
894926,1612601
895120,1543546
79677,896395
317843,896395
14179,896395
897090,1252743
62692,900844
902635,1986387
903022,1424306
903022,2174140
130894,903022
538778,903022
904435,1136793
904435,1123851
470068,904435
904885,2167004
904885,1259629
904885,2264349
904885,2022156
905338,1336098
905338,2304225
906834,1252743
906834,1944340
906834,1439242
906834,1759237
907857,1799739
6298,910323
910811,2252616
911145,1863021
105795,911522
911769,2059134
865403,911769
912805,1869172
912878,2329931
915234,1111698
110067,915234
915234,1010838
134541,915755
915755,2137800
915755,1169686
916055,1959410
188054,916055
29809,916055
916654,2102783
48321,916654
916654,1944340
70730,917156
111922,917156
917156,2425857
917795,951130
107388,917795
917795,2386635
917795,2127859
918163,939696
918163,1715619
918163,1019853
918802,1680018
745978,918802
74509,918802
920692,985210
920692,1067003
925109,1924290
925440,971541
925440,1470849
925440,2216690
925655,1468390
926505,1280642
926505,1904388
121831,926505
757406,926505
926505,2244497
927034,2444880
927034,1088702
927034,2028437
927108,2140681
927108,1657218
99115,927108
4836,930285
113886,930285
932474,2088072
932474,1143965
102408,932474
933231,1888048
933231,1322316
933231,2081899
67373,933381
933959,2404130
933959,2013613
933959,1197434
934647,2138587
934753,1487529
935287,1127587
102701,935851
120605,935851
935851,1492000
460754,935851
936290,1855473
936290,1000515
936290,2110783
936290,2337377
434128,936397
936799,1018062
936885,2367025
936885,2104296
